x,y,z,eta_at,eta_cos,eta_ref,eta_sb,eta_trunc,eta
-153.903000,50.006000,4.000000,0.972815,0.972476,0.920000,0.828125,1.000000,0.720764
-157.352000,37.777000,4.000000,0.972815,0.963715,0.920000,0.859375,1.000000,0.741224
-159.831000,25.315000,4.000000,0.972815,0.953693,0.920000,0.890625,1.000000,0.760189
-161.325000,12.697000,4.000000,0.972815,0.942434,0.920000,0.921875,1.000000,0.777573
-161.823000,0.000000,4.000000,0.972815,0.929964,0.920000,0.976562,1.000000,0.812801
-161.325000,-12.697000,4.000000,0.972815,0.916311,0.920000,1.000000,1.000000,0.820089
-159.831000,-25.315000,4.000000,0.972815,0.901510,0.920000,1.000000,1.000000,0.806842
-157.352000,-37.777000,4.000000,0.972815,0.885594,0.920000,1.000000,1.000000,0.792598
-153.903000,-50.006000,4.000000,0.972815,0.868605,0.920000,1.000000,1.000000,0.777393
-149.505000,-61.927000,4.000000,0.972815,0.850586,0.920000,1.000000,0.992188,0.755318
-144.186000,-73.466000,4.000000,0.972815,0.831584,0.920000,1.000000,0.992188,0.738445
-137.977000,-84.552000,4.000000,0.972815,0.811653,0.920000,1.000000,0.992188,0.720746
-130.918000,-95.117000,4.000000,0.972815,0.790848,0.920000,1.000000,0.992188,0.702271
-123.051000,-105.096000,4.000000,0.972815,0.769233,0.920000,1.000000,0.992188,0.683077
-114.426000,-114.426000,4.000000,0.972815,0.746878,0.920000,1.000000,0.992188,0.663226
-105.096000,-123.051000,4.000000,0.972815,0.723859,0.920000,1.000000,0.992188,0.642785
-95.117000,-130.918000,4.000000,0.972815,0.700255,0.920000,1.000000,0.992188,0.621825
-84.552000,-137.977000,4.000000,0.972815,0.676164,0.920000,1.000000,0.992188,0.600432
-73.466000,-144.186000,4.000000,0.972815,0.651685,0.920000,1.000000,0.992188,0.578695
-61.927000,-149.505000,4.000000,0.972815,0.626936,0.920000,1.000000,0.992188,0.556717
-50.006000,-153.903000,4.000000,0.972815,0.602041,0.920000,1.000000,0.992188,0.534611
-37.777000,-157.352000,4.000000,0.972815,0.577148,0.920000,1.000000,1.000000,0.516541
-25.315000,-159.831000,4.000000,0.972815,0.552419,0.920000,1.000000,1.000000,0.494410
-12.697000,-161.325000,4.000000,0.972815,0.528042,0.920000,1.000000,1.000000,0.472592
0.000000,-161.823000,4.000000,0.972815,0.504227,0.920000,1.000000,0.000000,0.000000
12.697000,-161.325000,4.000000,0.972815,0.481216,0.920000,1.000000,1.000000,0.430683
25.315000,-159.831000,4.000000,0.972815,0.459284,0.920000,1.000000,1.000000,0.411054
37.777000,-157.352000,4.000000,0.972815,0.438736,0.920000,1.000000,1.000000,0.392664
50.006000,-153.903000,4.000000,0.972815,0.419911,0.920000,1.000000,1.000000,0.375816
61.927000,-149.505000,4.000000,0.972815,0.403173,0.920000,1.000000,1.000000,0.360836
73.466000,-144.186000,4.000000,0.972815,0.388903,0.920000,1.000000,1.000000,0.348064
84.552000,-137.977000,4.000000,0.972815,0.377472,0.920000,1.000000,1.000000,0.337834
95.117000,-130.918000,4.000000,0.972815,0.369217,0.920000,1.000000,0.984375,0.325282
105.096000,-123.051000,4.000000,0.972815,0.364407,0.920000,1.000000,0.953125,0.310852
114.426000,-114.426000,4.000000,0.972815,0.363208,0.920000,1.000000,0.984375,0.319988
123.051000,-105.096000,4.000000,0.972815,0.365663,0.920000,1.000000,0.968750,0.317037
130.918000,-95.117000,4.000000,0.972815,0.371685,0.920000,1.000000,1.000000,0.332654
137.977000,-84.552000,4.000000,0.972815,0.381069,0.920000,1.000000,1.000000,0.341053
144.186000,-73.466000,4.000000,0.972815,0.393519,0.920000,1.000000,1.000000,0.352195
149.505000,-61.927000,4.000000,0.972815,0.408682,0.920000,1.000000,1.000000,0.365766
153.903000,-50.006000,4.000000,0.972815,0.426182,0.920000,1.000000,1.000000,0.381428
157.352000,-37.777000,4.000000,0.972815,0.445640,0.920000,1.000000,1.000000,0.398844
159.831000,-25.315000,4.000000,0.972815,0.466702,0.920000,1.000000,1.000000,0.417694
161.325000,-12.697000,4.000000,0.972815,0.489038,0.920000,1.000000,1.000000,0.437684
161.823000,0.000000,4.000000,0.972815,0.512356,0.920000,1.000000,1.000000,0.458553
175.186000,6.555000,4.000000,0.971459,0.515990,0.920000,1.000000,1.000000,0.461162
174.206000,19.628000,4.000000,0.971459,0.539760,0.920000,1.000000,1.000000,0.482406
172.252000,32.592000,4.000000,0.971459,0.563859,0.920000,1.000000,1.000000,0.503945
169.335000,45.373000,4.000000,0.971459,0.588119,0.920000,1.000000,1.000000,0.525627
165.471000,57.901000,4.000000,0.971459,0.612394,0.920000,0.996094,1.000000,0.545184
160.681000,70.105000,4.000000,0.971459,0.636554,0.920000,0.968750,1.000000,0.551137
154.993000,81.916000,4.000000,0.971459,0.660483,0.920000,0.886719,0.995595,0.521125
148.438000,93.270000,4.000000,0.971459,0.684080,0.920000,0.832031,0.995305,0.506308
141.053000,104.102000,4.000000,0.971459,0.707252,0.920000,0.773438,0.994949,0.486421
132.879000,114.352000,4.000000,0.971459,0.729916,0.920000,0.695312,0.994382,0.451043
123.962000,123.962000,4.000000,0.971459,0.751996,0.920000,0.671875,0.994186,0.448935
114.352000,132.879000,4.000000,0.971459,0.773424,0.920000,0.703125,1.000000,0.486029
104.102000,141.053000,4.000000,0.971459,0.794140,0.920000,0.699219,1.000000,0.496275
93.270000,148.438000,4.000000,0.971459,0.814084,0.920000,0.777344,1.000000,0.565581
81.916000,154.993000,4.000000,0.971459,0.833206,0.920000,0.875000,1.000000,0.651587
70.105000,160.681000,4.000000,0.971459,0.851454,0.920000,0.941406,1.000000,0.716392
57.901000,165.471000,4.000000,0.971459,0.868790,0.920000,0.960938,1.000000,0.746143
45.373000,169.335000,4.000000,0.971459,0.885169,0.920000,0.980469,1.000000,0.775662
32.592000,172.252000,4.000000,0.971459,0.900555,0.920000,1.000000,1.000000,0.804864
19.628000,174.206000,4.000000,0.971459,0.914915,0.920000,0.988281,1.000000,0.808116
6.555000,175.186000,4.000000,0.971459,0.928217,0.920000,0.964844,1.000000,0.800422
-6.555000,175.186000,4.000000,0.971459,0.940434,0.920000,0.921875,1.000000,0.774841
-19.628000,174.206000,4.000000,0.971459,0.951540,0.920000,0.906250,1.000000,0.770703
-32.592000,172.252000,4.000000,0.971459,0.961513,0.920000,0.855469,1.000000,0.735142
-45.373000,169.335000,4.000000,0.971459,0.970332,0.920000,0.800781,1.000000,0.694459
-57.901000,165.471000,4.000000,0.971459,0.977980,0.920000,0.781250,1.000000,0.682861
-70.105000,160.681000,4.000000,0.971459,0.984442,0.920000,0.746094,1.000000,0.656441
-81.916000,154.993000,4.000000,0.971459,0.989706,0.920000,0.734375,1.000000,0.649585
-93.270000,148.438000,4.000000,0.971459,0.993761,0.920000,0.722656,1.000000,0.641839
-104.102000,141.053000,4.000000,0.971459,0.996599,0.920000,0.710938,1.000000,0.633234
-114.352000,132.879000,4.000000,0.971459,0.998215,0.920000,0.699219,1.000000,0.623806
-123.962000,123.962000,4.000000,0.971459,0.998606,0.920000,0.707031,1.000000,0.631023
-132.879000,114.352000,4.000000,0.971459,0.997772,0.920000,0.710938,1.000000,0.633979
-141.053000,104.102000,4.000000,0.971459,0.995713,0.920000,0.722656,1.000000,0.643099
-148.438000,93.270000,4.000000,0.971459,0.992433,0.920000,0.734375,1.000000,0.651376
-154.993000,81.916000,4.000000,0.971459,0.987940,0.920000,0.746094,1.000000,0.658774
-160.681000,70.105000,4.000000,0.971459,0.982242,0.920000,0.777344,1.000000,0.682407
-165.471000,57.901000,4.000000,0.971459,0.975349,0.920000,0.796875,1.000000,0.694644
-169.335000,45.373000,4.000000,0.971459,0.967275,0.920000,0.835938,1.000000,0.722663
-172.252000,32.592000,4.000000,0.971459,0.958036,0.920000,0.871094,1.000000,0.745863
-174.206000,19.628000,4.000000,0.971459,0.947651,0.920000,0.921875,1.000000,0.780787
-175.186000,6.555000,4.000000,0.971459,0.936140,0.920000,0.937500,1.000000,0.784376
-175.186000,-6.555000,4.000000,0.971459,0.923528,0.920000,0.976562,1.000000,0.806051
-174.206000,-19.628000,4.000000,0.971459,0.909840,0.920000,1.000000,1.000000,0.813162
-172.252000,-32.592000,4.000000,0.971459,0.895104,0.920000,1.000000,1.000000,0.799993
-169.335000,-45.373000,4.000000,0.971459,0.879355,0.920000,1.000000,1.000000,0.785917
-165.471000,-57.901000,4.000000,0.971459,0.862625,0.920000,0.960938,1.000000,0.740849
-160.681000,-70.105000,4.000000,0.971459,0.844954,0.920000,0.941406,1.000000,0.710923
-154.993000,-81.916000,4.000000,0.971459,0.826385,0.920000,0.937500,1.000000,0.692414
-148.438000,-93.270000,4.000000,0.971459,0.806959,0.920000,0.921875,1.000000,0.664869
-141.053000,-104.102000,4.000000,0.971459,0.786730,0.920000,0.890625,1.000000,0.626229
-132.879000,-114.352000,4.000000,0.971459,0.765749,0.920000,0.875000,0.995536,0.596161
-123.962000,-123.962000,4.000000,0.971459,0.744078,0.920000,0.894531,0.995633,0.592278
-114.352000,-132.879000,4.000000,0.971459,0.721778,0.920000,0.871094,0.995516,0.559408
-104.102000,-141.053000,4.000000,0.971459,0.698921,0.920000,0.906250,0.995690,0.563654
-93.270000,-148.438000,4.000000,0.971459,0.675586,0.920000,0.949219,0.995885,0.570779
-81.916000,-154.993000,4.000000,0.971459,0.651857,0.920000,0.941406,0.995851,0.546180
-70.105000,-160.681000,4.000000,0.971459,0.627833,0.920000,1.000000,1.000000,0.561121
-57.901000,-165.471000,4.000000,0.971459,0.603617,0.920000,1.000000,1.000000,0.539478
-45.373000,-169.335000,4.000000,0.971459,0.579331,0.920000,1.000000,1.000000,0.517773
-32.592000,-172.252000,4.000000,0.971459,0.555112,0.920000,1.000000,1.000000,0.496127
-19.628000,-174.206000,4.000000,0.971459,0.531111,0.920000,1.000000,1.000000,0.474677
-6.555000,-175.186000,4.000000,0.971459,0.507505,0.920000,1.000000,1.000000,0.453579
6.555000,-175.186000,4.000000,0.971459,0.484492,0.920000,1.000000,1.000000,0.433011
19.628000,-174.206000,4.000000,0.971459,0.462300,0.920000,1.000000,1.000000,0.413177
32.592000,-172.252000,4.000000,0.971459,0.441183,0.920000,1.000000,1.000000,0.394304
45.373000,-169.335000,4.000000,0.971459,0.421433,0.920000,1.000000,1.000000,0.376653
57.901000,-165.471000,4.000000,0.971459,0.403366,0.920000,1.000000,1.000000,0.360505
70.105000,-160.681000,4.000000,0.971459,0.387327,0.920000,1.000000,1.000000,0.346171
81.916000,-154.993000,4.000000,0.971459,0.373674,0.920000,1.000000,1.000000,0.333968
93.270000,-148.438000,4.000000,0.971459,0.362752,0.920000,1.000000,1.000000,0.324207
104.102000,-141.053000,4.000000,0.971459,0.354880,0.920000,1.000000,0.992188,0.314693
114.352000,-132.879000,4.000000,0.971459,0.350307,0.920000,1.000000,0.960938,0.300855
123.962000,-123.962000,4.000000,0.971459,0.349191,0.920000,1.000000,0.976562,0.304772
132.879000,-114.352000,4.000000,0.971459,0.351569,0.920000,1.000000,0.976562,0.306847
141.053000,-104.102000,4.000000,0.971459,0.357358,0.920000,1.000000,1.000000,0.319386
148.438000,-93.270000,4.000000,0.971459,0.366367,0.920000,1.000000,1.000000,0.327438
154.993000,-81.916000,4.000000,0.971459,0.378317,0.920000,1.000000,1.000000,0.338118
160.681000,-70.105000,4.000000,0.971459,0.392874,0.920000,1.000000,1.000000,0.351128
165.471000,-57.901000,4.000000,0.971459,0.409688,0.920000,1.000000,1.000000,0.366155
169.335000,-45.373000,4.000000,0.971459,0.428403,0.920000,1.000000,1.000000,0.382882
172.252000,-32.592000,4.000000,0.971459,0.448682,0.920000,1.000000,1.000000,0.401006
174.206000,-19.628000,4.000000,0.971459,0.470220,0.920000,1.000000,1.000000,0.420256
175.186000,-6.555000,4.000000,0.971459,0.492738,0.920000,1.000000,1.000000,0.440380
188.390000,12.348000,4.000000,0.970092,0.518345,0.920000,1.000000,1.000000,0.462615
187.179000,24.643000,4.000000,0.970092,0.539735,0.920000,1.000000,1.000000,0.481705
185.166000,36.832000,4.000000,0.970092,0.561319,0.920000,0.894531,1.000000,0.448132
182.361000,48.863000,4.000000,0.970092,0.582986,0.920000,0.921875,1.000000,0.479658
178.775000,60.686000,4.000000,0.970092,0.604645,0.920000,0.992188,1.000000,0.535421
174.423000,72.248000,4.000000,0.970092,0.626204,0.920000,0.953125,1.000000,0.532680
169.324000,83.501000,4.000000,0.970092,0.647587,0.920000,0.929688,1.000000,0.537324
163.500000,94.397000,4.000000,0.970092,0.668725,0.920000,0.859375,1.000000,0.512898
156.976000,104.888000,4.000000,0.970092,0.689551,0.920000,0.785156,1.000000,0.483196
149.780000,114.930000,4.000000,0.970092,0.710009,0.920000,0.718750,1.000000,0.455452
141.943000,124.480000,4.000000,0.970092,0.730046,0.920000,0.656250,1.000000,0.427583
133.497000,133.497000,4.000000,0.970092,0.749614,0.920000,0.648438,1.000000,0.433817
124.480000,141.943000,4.000000,0.970092,0.768667,0.920000,0.628906,1.000000,0.431445
114.930000,149.780000,4.000000,0.970092,0.787163,0.920000,0.753906,1.000000,0.529643
104.888000,156.976000,4.000000,0.970092,0.805066,0.920000,0.812500,1.000000,0.583789
94.397000,163.500000,4.000000,0.970092,0.822339,0.920000,0.875000,1.000000,0.642184
83.501000,169.324000,4.000000,0.970092,0.838950,0.920000,0.929688,1.000000,0.696104
72.248000,174.423000,4.000000,0.970092,0.854868,0.920000,0.964844,1.000000,0.736134
60.686000,178.775000,4.000000,0.970092,0.870064,0.920000,0.890625,1.000000,0.691587
48.863000,182.361000,4.000000,0.970092,0.884513,0.920000,0.847656,1.000000,0.669152
36.832000,185.166000,4.000000,0.970092,0.898190,0.920000,0.875000,1.000000,0.701418
24.643000,187.179000,4.000000,0.970092,0.911072,0.920000,0.914062,1.000000,0.743241
12.348000,188.390000,4.000000,0.970092,0.923140,0.920000,0.941406,1.000000,0.775614
0.000000,188.794000,4.000000,0.970092,0.934373,0.920000,0.953125,0.000000,0.000000
-12.348000,188.390000,4.000000,0.970092,0.944755,0.920000,0.921875,1.000000,0.777306
-24.643000,187.179000,4.000000,0.970092,0.954268,0.920000,0.898438,1.000000,0.765172
-36.832000,185.166000,4.000000,0.970092,0.962899,0.920000,0.828125,1.000000,0.711668
-48.863000,182.361000,4.000000,0.970092,0.970635,0.920000,0.812500,1.000000,0.703850
-60.686000,178.775000,4.000000,0.970092,0.977464,0.920000,0.847656,1.000000,0.739472
-72.248000,174.423000,4.000000,0.970092,0.983377,0.920000,0.843750,1.000000,0.740516
-83.501000,169.324000,4.000000,0.970092,0.988363,0.920000,0.875000,1.000000,0.771837
-94.397000,163.500000,4.000000,0.970092,0.992418,0.920000,0.863281,1.000000,0.764624
-104.888000,156.976000,4.000000,0.970092,0.995533,0.920000,0.824219,1.000000,0.732317
-114.930000,149.780000,4.000000,0.970092,0.997706,0.920000,0.785156,1.000000,0.699132
-124.480000,141.943000,4.000000,0.970092,0.998932,0.920000,0.746094,1.000000,0.665166
-133.497000,133.497000,4.000000,0.970092,0.999210,0.920000,0.707031,1.000000,0.630516
-141.943000,124.480000,4.000000,0.970092,0.998540,0.920000,0.726562,1.000000,0.647499
-149.780000,114.930000,4.000000,0.970092,0.996922,0.920000,0.765625,1.000000,0.681206
-156.976000,104.888000,4.000000,0.970092,0.994359,0.920000,0.804688,1.000000,0.714120
-163.500000,94.397000,4.000000,0.970092,0.990855,0.920000,0.843750,1.000000,0.746148
-169.324000,83.501000,4.000000,0.970092,0.986414,0.920000,0.859375,1.000000,0.756559
-174.423000,72.248000,4.000000,0.970092,0.981043,0.920000,0.828125,1.000000,0.725078
-178.775000,60.686000,4.000000,0.970092,0.974751,0.920000,0.835938,1.000000,0.727224
-182.361000,48.863000,4.000000,0.970092,0.967545,0.920000,0.820312,1.000000,0.708356
-185.166000,36.832000,4.000000,0.970092,0.959438,0.920000,0.859375,1.000000,0.735869
-187.179000,24.643000,4.000000,0.970092,0.950440,0.920000,0.890625,1.000000,0.755476
-188.390000,12.348000,4.000000,0.970092,0.940566,0.920000,0.937500,1.000000,0.786976
-188.794000,0.000000,4.000000,0.970092,0.929830,0.920000,0.964844,1.000000,0.800685
-188.390000,-12.348000,4.000000,0.970092,0.918249,0.920000,0.953125,1.000000,0.781109
-187.179000,-24.643000,4.000000,0.970092,0.905842,0.920000,0.921875,1.000000,0.745290
-185.166000,-36.832000,4.000000,0.970092,0.892629,0.920000,0.875000,1.000000,0.697075
-182.361000,-48.863000,4.000000,0.970092,0.878630,0.920000,0.847656,1.000000,0.664702
-178.775000,-60.686000,4.000000,0.970092,0.863868,0.920000,0.890625,1.000000,0.686662
-174.423000,-72.248000,4.000000,0.970092,0.848371,0.920000,0.960938,1.000000,0.727582
-169.324000,-83.501000,4.000000,0.970092,0.832163,0.920000,1.000000,1.000000,0.742693
-163.500000,-94.397000,4.000000,0.970092,0.815274,0.920000,1.000000,1.000000,0.727620
-156.976000,-104.888000,4.000000,0.970092,0.797737,0.920000,1.000000,1.000000,0.711968
-149.780000,-114.930000,4.000000,0.970092,0.779584,0.920000,0.976562,1.000000,0.679460
-141.943000,-124.480000,4.000000,0.970092,0.760853,0.920000,0.902344,1.000000,0.612737
-133.497000,-133.497000,4.000000,0.970092,0.741582,0.920000,0.843750,1.000000,0.558436
-124.480000,-141.943000,4.000000,0.970092,0.721814,0.920000,0.882812,1.000000,0.568715
-114.930000,-149.780000,4.000000,0.970092,0.701597,0.920000,0.957031,1.000000,0.599259
-104.888000,-156.976000,4.000000,0.970092,0.680980,0.920000,1.000000,1.000000,0.607764
-94.397000,-163.500000,4.000000,0.970092,0.660018,0.920000,1.000000,1.000000,0.589056
-83.501000,-169.324000,4.000000,0.970092,0.638770,0.920000,1.000000,1.000000,0.570093
-72.248000,-174.423000,4.000000,0.970092,0.617305,0.920000,1.000000,1.000000,0.550935
-60.686000,-178.775000,4.000000,0.970092,0.595696,0.920000,1.000000,1.000000,0.531649
-48.863000,-182.361000,4.000000,0.970092,0.574021,0.920000,0.921875,1.000000,0.472282
-36.832000,-185.166000,4.000000,0.970092,0.552376,0.920000,0.894531,1.000000,0.440993
-24.643000,-187.179000,4.000000,0.970092,0.530859,0.920000,0.949219,1.000000,0.449725
-12.348000,-188.390000,4.000000,0.970092,0.509585,0.920000,1.000000,1.000000,0.454797
0.000000,-188.794000,4.000000,0.970092,0.488683,0.920000,1.000000,0.000000,0.000000
12.348000,-188.390000,4.000000,0.970092,0.468297,0.920000,1.000000,1.000000,0.417948
24.643000,-187.179000,4.000000,0.970092,0.448593,0.920000,1.000000,1.000000,0.400363
36.832000,-185.166000,4.000000,0.970092,0.429755,0.920000,1.000000,1.000000,0.383550
48.863000,-182.361000,4.000000,0.970092,0.411985,0.920000,1.000000,1.000000,0.367691
60.686000,-178.775000,4.000000,0.970092,0.395509,0.920000,1.000000,1.000000,0.352986
72.248000,-174.423000,4.000000,0.970092,0.380571,0.920000,1.000000,1.000000,0.339654
83.501000,-169.324000,4.000000,0.970092,0.367426,0.920000,1.000000,1.000000,0.327922
94.397000,-163.500000,4.000000,0.970092,0.356330,0.920000,1.000000,1.000000,0.318019
104.888000,-156.976000,4.000000,0.970092,0.347531,0.920000,1.000000,1.000000,0.310166
114.930000,-149.780000,4.000000,0.970092,0.341244,0.920000,1.000000,1.000000,0.304556
124.480000,-141.943000,4.000000,0.970092,0.337638,0.920000,1.000000,0.968750,0.291920
133.497000,-133.497000,4.000000,0.970092,0.336814,0.920000,1.000000,0.968750,0.291208
141.943000,-124.480000,4.000000,0.970092,0.338796,0.920000,1.000000,0.984375,0.297646
149.780000,-114.930000,4.000000,0.970092,0.343528,0.920000,1.000000,1.000000,0.306593
156.976000,-104.888000,4.000000,0.970092,0.350877,0.920000,1.000000,1.000000,0.313152
163.500000,-94.397000,4.000000,0.970092,0.360654,0.920000,1.000000,1.000000,0.321878
169.324000,-83.501000,4.000000,0.970092,0.372628,0.920000,1.000000,1.000000,0.332565
174.423000,-72.248000,4.000000,0.970092,0.386546,0.920000,1.000000,1.000000,0.344987
178.775000,-60.686000,4.000000,0.970092,0.402150,0.920000,1.000000,1.000000,0.358913
182.361000,-48.863000,4.000000,0.970092,0.419191,0.920000,1.000000,1.000000,0.374121
185.166000,-36.832000,4.000000,0.970092,0.437428,0.920000,1.000000,1.000000,0.390398
187.179000,-24.643000,4.000000,0.970092,0.456648,0.920000,1.000000,1.000000,0.407551
188.390000,-12.348000,4.000000,0.970092,0.476655,0.920000,1.000000,1.000000,0.425407
188.794000,0.000000,4.000000,0.970092,0.497273,0.920000,1.000000,1.000000,0.443808
202.179000,6.354000,4.000000,0.968718,0.501419,0.920000,1.000000,1.000000,0.446875
201.381000,19.036000,4.000000,0.968718,0.522219,0.920000,1.000000,1.000000,0.465413
199.789000,31.643000,4.000000,0.968718,0.543240,0.920000,1.000000,1.000000,0.484146
197.408000,44.126000,4.000000,0.968718,0.564379,0.920000,1.000000,1.000000,0.502987
194.247000,56.434000,4.000000,0.968718,0.585544,0.920000,1.000000,1.000000,0.521849
190.321000,68.520000,4.000000,0.968718,0.606653,0.920000,0.945312,1.000000,0.511095
185.643000,80.335000,4.000000,0.968718,0.627633,0.920000,0.859375,1.000000,0.480699
180.232000,91.833000,4.000000,0.968718,0.648417,0.920000,0.851562,1.000000,0.492103
174.110000,102.969000,4.000000,0.968718,0.668946,0.920000,0.789062,1.000000,0.470422
167.301000,113.698000,4.000000,0.968718,0.689163,0.920000,0.761719,1.000000,0.467845
159.832000,123.978000,4.000000,0.968718,0.709020,0.920000,0.726562,1.000000,0.459110
151.732000,133.770000,4.000000,0.968718,0.728473,0.920000,0.640625,1.000000,0.415913
143.033000,143.033000,4.000000,0.968718,0.747477,0.920000,0.656250,1.000000,0.437172
133.770000,151.732000,4.000000,0.968718,0.765994,0.920000,0.609375,1.000000,0.416002
123.978000,159.832000,4.000000,0.968718,0.783989,0.920000,0.625000,1.000000,0.436692
113.698000,167.301000,4.000000,0.968718,0.801426,0.920000,0.675781,1.000000,0.482675
102.969000,174.110000,4.000000,0.968718,0.818276,0.920000,0.757812,1.000000,0.552646
91.833000,180.232000,4.000000,0.968718,0.834511,0.920000,0.812500,1.000000,0.604283
80.335000,185.643000,4.000000,0.968718,0.850101,0.920000,0.906250,1.000000,0.686600
68.520000,190.321000,4.000000,0.968718,0.865023,0.920000,0.929688,1.000000,0.716721
56.434000,194.247000,4.000000,0.968718,0.879254,0.920000,0.953125,1.000000,0.746877
44.126000,197.408000,4.000000,0.968718,0.892770,0.920000,0.976562,1.000000,0.777007
31.643000,199.789000,4.000000,0.968718,0.905553,0.920000,1.000000,1.000000,0.807048
19.036000,201.381000,4.000000,0.968718,0.917582,0.920000,0.988281,1.000000,0.808185
6.354000,202.179000,4.000000,0.968718,0.928842,0.920000,0.964844,1.000000,0.798701
-6.354000,202.179000,4.000000,0.968718,0.939316,0.920000,0.929688,1.000000,0.778277
-19.036000,201.381000,4.000000,0.968718,0.948989,0.920000,0.882812,1.000000,0.746646
-31.643000,199.789000,4.000000,0.968718,0.957848,0.920000,0.859375,1.000000,0.733609
-44.126000,197.408000,4.000000,0.968718,0.965881,0.920000,0.816406,1.000000,0.702773
-56.434000,194.247000,4.000000,0.968718,0.973077,0.920000,0.753906,1.000000,0.653807
-68.520000,190.321000,4.000000,0.968718,0.979426,0.920000,0.734375,1.000000,0.641025
-80.335000,185.643000,4.000000,0.968718,0.984920,0.920000,0.726562,1.000000,0.637763
-91.833000,180.232000,4.000000,0.968718,0.989551,0.920000,0.718750,1.000000,0.633872
-102.969000,174.110000,4.000000,0.968718,0.993314,0.920000,0.710938,1.000000,0.629366
-113.698000,167.301000,4.000000,0.968718,0.996204,0.920000,0.695312,1.000000,0.617324
-123.978000,159.832000,4.000000,0.968718,0.998216,0.920000,0.695312,1.000000,0.618571
-133.770000,151.732000,4.000000,0.968718,0.999348,0.920000,0.691406,1.000000,0.615794
-143.033000,143.033000,4.000000,0.968718,0.999599,0.920000,0.707031,1.000000,0.629868
-151.732000,133.770000,4.000000,0.968718,0.998968,0.920000,0.695312,1.000000,0.619038
-159.832000,123.978000,4.000000,0.968718,0.997457,0.920000,0.695312,1.000000,0.618101
-167.301000,113.698000,4.000000,0.968718,0.995066,0.920000,0.699219,1.000000,0.620084
-174.110000,102.969000,4.000000,0.968718,0.991800,0.920000,0.718750,1.000000,0.635312
-180.232000,91.833000,4.000000,0.968718,0.987662,0.920000,0.726562,1.000000,0.639539
-185.643000,80.335000,4.000000,0.968718,0.982658,0.920000,0.734375,1.000000,0.643140
-190.321000,68.520000,4.000000,0.968718,0.976795,0.920000,0.742188,1.000000,0.646104
-194.247000,56.434000,4.000000,0.968718,0.970080,0.920000,0.773438,1.000000,0.668680
-197.408000,44.126000,4.000000,0.968718,0.962523,0.920000,0.835938,1.000000,0.717084
-199.789000,31.643000,4.000000,0.968718,0.954132,0.920000,0.875000,1.000000,0.744049
-201.381000,19.036000,4.000000,0.968718,0.944921,0.920000,0.898438,1.000000,0.756604
-202.179000,6.354000,4.000000,0.968718,0.934902,0.920000,0.937500,1.000000,0.781129
-202.179000,-6.354000,4.000000,0.968718,0.924087,0.920000,0.976562,1.000000,0.804263
-201.381000,-19.036000,4.000000,0.968718,0.912494,0.920000,1.000000,1.000000,0.813233
-199.789000,-31.643000,4.000000,0.968718,0.900138,0.920000,1.000000,1.000000,0.802222
-197.408000,-44.126000,4.000000,0.968718,0.887036,0.920000,0.976562,1.000000,0.772017
-194.247000,-56.434000,4.000000,0.968718,0.873210,0.920000,0.953125,1.000000,0.741744
-190.321000,-68.520000,4.000000,0.968718,0.858679,0.920000,0.929688,1.000000,0.711464
-185.643000,-80.335000,4.000000,0.968718,0.843466,0.920000,0.906250,1.000000,0.681241
-180.232000,-91.833000,4.000000,0.968718,0.827595,0.920000,0.882812,1.000000,0.651136
-174.110000,-102.969000,4.000000,0.968718,0.811091,0.920000,0.882812,1.000000,0.638151
-167.301000,-113.698000,4.000000,0.968718,0.793985,0.920000,0.863281,1.000000,0.610871
-159.832000,-123.978000,4.000000,0.968718,0.776304,0.920000,0.843750,1.000000,0.583755
-151.732000,-133.770000,4.000000,0.968718,0.758079,0.920000,0.824219,1.000000,0.556855
-143.033000,-143.033000,4.000000,0.968718,0.739348,0.920000,0.843750,1.000000,0.555966
-133.770000,-151.732000,4.000000,0.968718,0.720146,0.920000,0.824219,1.000000,0.528991
-123.978000,-159.832000,4.000000,0.968718,0.700513,0.920000,0.796875,1.000000,0.497499
-113.698000,-167.301000,4.000000,0.968718,0.680495,0.920000,0.835938,1.000000,0.506972
-102.969000,-174.110000,4.000000,0.968718,0.660138,0.920000,0.824219,1.000000,0.484911
-91.833000,-180.232000,4.000000,0.968718,0.639492,0.920000,0.882812,1.000000,0.503140
-80.335000,-185.643000,4.000000,0.968718,0.618616,0.920000,0.898438,1.000000,0.495329
-68.520000,-190.321000,4.000000,0.968718,0.597572,0.920000,0.953125,1.000000,0.507604
-56.434000,-194.247000,4.000000,0.968718,0.576429,0.920000,1.000000,1.000000,0.513726
-44.126000,-197.408000,4.000000,0.968718,0.555265,0.920000,1.000000,1.000000,0.494864
-31.643000,-199.789000,4.000000,0.968718,0.534164,0.920000,1.000000,1.000000,0.476058
-19.036000,-201.381000,4.000000,0.968718,0.513225,0.920000,1.000000,1.000000,0.457397
-6.354000,-202.179000,4.000000,0.968718,0.492555,0.920000,1.000000,1.000000,0.438975
6.354000,-202.179000,4.000000,0.968718,0.472274,0.920000,1.000000,1.000000,0.420901
19.036000,-201.381000,4.000000,0.968718,0.452524,0.920000,1.000000,1.000000,0.403299
31.643000,-199.789000,4.000000,0.968718,0.433457,0.920000,1.000000,1.000000,0.386306
